psraid,sample,state,cregion,usr,eminuse,intmob,pialql1,smart1,SmartPhone,pial1,pial2,pial3,pial4,pial5,pial6,pial7,pial8,employ,par,sex,age,educ2,hisp,race,inc,weight,standwt
202303,2,12,3,S,1,1, ,1,1,2,2,2,2,1,6,2, ,1,2,1,23,3,1,6,99,8.43478260869565,2.01887586494262
202312,2,39,2,S,1,1, ,1,1,1,1,2,1,2, ,2, ,3,2,1,54,3,2,1,3,6.91304347826087,1.65464568312307
202319,2,21,3,S,1,1, ,1,1,2,2,2,2,2, ,2, ,3,1,1,26,7,2,1,1,3.30434782608696,.790899823379582
202320,2,39,2,S,1,1, ,1,1,1,1,1,1,1,5,2, ,1,2,1,41,6,2,1,6,4.69565217391304,1.12391027532888
202323,2,12,3,U,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,1,26,3,2,2,3,8.1304347826087,1.94602982857871
202324,2,22,3,S,1,2, ,2,2,1,2,2,2,2, ,2, ,3,2,1,65,4,2,1,5,2.82608695652174,.676427480522011
202332,2,19,2,U,1,2, ,2,2,2,2,2,2,2, ,2, ,3,9,2,59,6,2,1,8,1.65217391304348,.395449911689791
202334,2,49,4,U,1,1, ,1,1,2,2,2,2,2, ,2, ,2,2,2,60,6,2,1,7,2,.478702524677115
202346,2,18,2,S,1,1, ,1,1,1,1,1,1,2, ,2, ,1,2,2,25,4,2,1,99,9.73913043478261,2.33107316364508
202352,2,4,4,S,1,1, ,2,2,2,2,2,2,2, ,2, ,1,2,1,50,3,2,1,8,8.52173913043478,2.03968901818945
202376,2,4,4,U,1,1, ,1,1,1,1,1,1,2, ,1,4,1,1,1,46,5,2,1,6,8.65217391304348,2.07090874805969
202384,2,5,3,S,1,1, ,1,1,2,2,2,2,2, ,2, ,1,1,1,37,8,2,1,9,2.17391304347826,.520328831170777
202385,2,4,4,S,1,1, ,1,1,1,2,2,2,2, ,2, ,3,2,1,75,3,2,1,6,4.1304347826087,.988624779224477
202389,2,6,4,S,2,2, ,8,2, , , , ,2, ,2, ,3,1,2,78,2,1,1,1,4,.95740504935423
202423,2,6,4,U,1,1, ,1,1,1,2,1,2,2, ,1,2,1,2,1,21,3,1,2,1,10.3913043478261,2.48717181299632
202424,2,34,1,S,1,1, ,1,1,2,2,2,2,2, ,2, ,3,2,1,70,6,2,2,8,1,.239351262338558
202439,2,18,2,U,1,1, ,1,1,2,1,1,1,2, ,2, ,1,1,2,22,3,2,4,1,10.3913043478261,2.48717181299632
202442,2,24,3,S,1,1, ,1,1,2,1,2,2,2, ,2, ,1,1,1,45,4,2,2,6,7.95652173913044,1.90440352208505
202453,2,12,3,S,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,2,50,5,2,2,6,6.56521739130435,1.57139307013575
202466,2,4,4,U,1,1, ,1,1,1,1,1,2,2, ,1,1,1,1,1,29,6,1,6,99,4.60869565217391,1.10309712208205
202472,2,20,2,U,1,1, ,1,1,1,1,1,1,2, ,2, ,3,2,2,21,2,2,3,6,10.2608695652174,2.45595208312607
202473,2,24,3,S,1,1, ,1,1,1,1,2,1,2, ,2, ,1,2,2,52,8,2,1,7,2.47826086956522,.593174867534686
202485,2,51,3,R,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,1,48,5,2,1,7,6.47826086956522,1.55057991688892
202521,2,37,3,S,1,1, ,1,1,1,1,1,1,2, ,1,1,1,1,1,22,3,2,2,4,5.65217391304348,1.35285496104402
202524,2,12,3,R,1,1, ,1,1,1,1,1,1,2, ,2, ,3,2,2,19,4,1,1,4,10.3913043478261,2.48717181299632
202526,2,36,1,U,1,1, ,1,1,1,1,1,2,2, ,1,4,2,2,1,26,3,2,2,2,6.21739130434783,1.48814045714842
202532,2,25,1,S,1,1, ,1,1,1,1,2,2,2, ,1,6,1,2,1,62,6,2,1,9,2.21739130434783,.530735407794193
202533,2,24,3,S,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,1,63,8,2,1,9,2.69565217391304,.645207750651764
202547,2,18,2,S,1,1, ,1,1,1,1,2,1,2, ,2, ,2,2,2,61,8,2,1,6,1,.239351262338558
202556,2,55,2,S,1,2, ,2,2,2,2,2,2,2, ,2, ,3,1,1,37,4,2,4,3,7.04347826086957,1.68586541299332
202570,2,19,2,U,1,1, ,1,1,1,2,1,2,2, ,2, ,1,1,2,54,6,2,1,6,4.04347826086957,.967811625977646
202571,2,47,3,R,1,2, ,2,2,2,2,2,2,2, ,2, ,1,2,1,22,3,2,1,5,4.30434782608696,1.03025108571814
202574,2,42,1,S,2,2, ,2,2, , , , ,2, ,2, ,1,2,2,73,3,2,1,99,4.17391304347826,.999031355847893
202578,2,18,2,R,1,1, ,1,1,2,2,2,2,2, ,2, ,3,2,2,58,6,2,1,1,1.47826086956522,.353823605196129
202584,2,12,3,U,1,1, ,1,1,1,2,1,2,2, ,2, ,1,1,2,42,6,1,1,9,7,1.6754588363699
202585,2,33,1,S,1,1, ,1,1,1,1,1,1,2, ,2, ,1,2,1,26,3,2,1,3,7.43478260869565,1.77952460260406
202598,2,41,4,R,1,1, ,1,1,1,2,2,2,2, ,2, ,1,1,1,41,3,2,1,7,8.73913043478261,2.09172190130652
202604,2,31,2,R,1,1, ,1,1,2,1,1,2,2, ,2, ,1,1,2,40,6,2,1,5,2.91304347826087,.697240633768842
202607,2,6,4,S,1,1, ,1,1,2,2,2,2,2, ,2, ,3,2,1,77,5,2,1,6,3.08695652173913,.738866940262504
202609,2,51,3,U,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,2,59,5,2,1,1,3.95652173913043,.946998472730815
202615,2,17,2,S,1,1, ,1,1,2,2,2,1,2, ,1,5,3,2,1,40,5,9,9,7,7.52173913043478,1.80033775585089
202618,2,34,1,S,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,1,47,3,2,1,5,8.39130434782609,2.0084692883192
202622,2,48,3,U,1,1, ,1,1,1,2,2,2,2, ,2, ,2,2,1,64,8,2,1,7,1.73913043478261,.416263064936622
202624,2,55,2,U,1,1, ,1,1,1,1,2,1,2, ,2, ,2,2,2,73,8,2,1,8,1.08695652173913,.260164415585389
202630,2,12,3,U,1,1, ,1,1,1,2,2,2,1,1,2, ,1,2,2,31,6,1,1,4,7.04347826086957,1.68586541299332
202636,2,53,4,S,1,1, ,1,1,1,1,2,1,2, ,2, ,2,1,2,40,4,1,1,2,10.3913043478261,2.48717181299632
202647,2,37,3,S,1,1, ,1,1,1,1,1,1,2, ,2, ,1,1,1,35,6,2,1,7,2.8695652173913,.686834057145426
202648,2,12,3,R,1,1, ,1,1,1,1,2,2,2, ,2, ,1,2,2,57,3,2,1,4,1.91304347826087,.457889371430284
202656,2,48,3,U,1,1, ,1,1,1,1,2,1,1,1,1,5,1,2,2,21,3,2,1,2,10.3913043478261,2.48717181299632
202664,2,48,3,R,1,2, ,2,2,2,1,2,1,2, ,2, ,3,2,1,71,8,2,1,8,1,.239351262338558
202669,2,12,3,S,1,1, ,1,1,1,1,2,2,2, ,2, ,1,2,2,52,5,2,1,6,3.60869565217391,.86374585974349
202670,2,17,2,R,1,1, ,2,2,2,2,2,2,2, ,2, ,1,2,1,50,3,2,1,8,4.65217391304348,1.11350369870546
202677,2,12,3,U,1,1, ,2,2,2,2,2,2,2, ,2, ,1,2,2,55,3,2,1,5,3.69565217391304,.884559012990321
202678,2,12,3,S,1,1, ,1,1,2,2,2,2,2, ,1,4,1,1,1,36,8,1,2,7,7.1304347826087,1.70667856624015
202691,2,51,3,U,1,1, ,1,1,2,2,1,2,2, ,2, ,2,2,2,30,8,2,3,1,5.82608695652174,1.39448126753768
202702,2,17,2,U,1,1, ,1,1,1,2,2,2,2, ,2, ,2,2,2,21,4,1,1,3,10.3913043478261,2.48717181299632
202709,2,48,3,S,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,1,53,3,2,1,8,10.3913043478261,2.48717181299632
202711,2,12,3,S,1,2, ,2,2,2,2,2,2,2, ,2, ,3,2,2,71,5,2,2,4,2.52173913043478,.603581444158102
202714,2,36,1,S,1,1, ,1,1,1,1,2,2,2, ,2, ,2,2,1,27,3,2,2,5,6.78260869565217,1.62342595325283
202722,2,17,2,S,1,1, ,1,1,1,1,1,1,1,2,1,2,2,2,2,99,6,2,9,1,2.43478260869565,.582768290911271
202723,2,6,4,S,1,1, ,1,1,1,2,1,2,2, ,1,5,3,1,2,39,4,1,1,7,10.3913043478261,2.48717181299632
202729,2,21,3,U,1,1, ,2,2,2,2,2,2,2, ,2, ,2,2,2,66,8,2,2,5,1,.239351262338558
202745,2,20,2,S,1,1, ,1,1,1,1,2,1,1,6,1,5,1,1,2,32,6,2,1,7,3.95652173913043,.946998472730815
202752,2,51,3,S,1,1, ,1,1,1,2,1,1,2, ,2, ,1,1,2,48,7,2,1,8,2.95652173913044,.707647210392257
202756,2,44,1,S,1,1, ,2,2,2,2,2,2,2, ,2, ,1,1,2,59,8,2,1,8,1.34782608695652,.322603875325882
202774,2,4,4,U,1,1, ,1,1,1,1,2,2,2, ,2, ,1,2,1,67,6,1,4,1,1.17391304347826,.28097756883222
202775,2,4,4,U,1,1, ,1,1,2,1,2,1,2, ,2, ,1,2,1,37,5,2,1,8,5.60869565217391,1.34244838442061
202788,2,53,4,U,1,1, ,1,1,2,2,2,2,2, ,2, ,1,1,1,50,3,2,1,8,5.73913043478261,1.37366811429085
202793,2,42,1,S,1,1, ,1,1,2,2,2,2,1,4,1,4,1,2,1,30,8,2,1,9,2.52173913043478,.603581444158102
202805,2,17,2,S,2,2, ,2,2, , , , ,2, ,2, ,3,2,2,60,3,2,1,4,5.60869565217391,1.34244838442061
202823,2,6,4,U,1,1, ,1,1,2,2,2,2,2, ,2, ,3,1,1,40,4,2,1,8,4.60869565217391,1.10309712208205
202825,2,37,3,S,1,1, ,1,1,1,1,1,1,1,1,2, ,3,2,1,21,3,2,1,7,6.21739130434783,1.48814045714842
202854,2,36,1,S,1,1, ,1,1,1,8,1,2,2, ,2, ,1,1,2,48,8,1,1,99,5.52173913043478,1.32163523117377
202855,2,42,1,U,1,1, ,1,1,1,2,1,2,2, ,2, ,2,2,2,33,6,2,2,3,5.82608695652174,1.39448126753768
202870,2,36,1,S,1,1, ,1,1,1,2,1,2,2, ,2, ,2,2,1,26,6,2,1,7,4.21739130434783,1.00943793247131
202871,2,48,3,S,1,1, ,1,1,2,2,2,2,2, ,2, ,3,1,1,39,4,1,1,4,6.78260869565217,1.62342595325283
202873,2,42,1,R,2,2, ,8,2, , , , ,2, ,2, ,1,2,2,46,3,2,1,2,8.56521739130435,2.05009559481286
202882,2,21,3,S,1,1, ,1,1,2,1,2,1,2, ,2, ,1,2,1,25,6,2,1,99,3.95652173913043,.946998472730815
202895,2,26,2,S,1,1, ,2,2,1,1,2,2,2, ,2, ,1,1,2,55,5,2,1,3,3.08695652173913,.738866940262504
202899,2,12,3,S,1,1, ,1,1,1,1,1,1,2, ,1,3,3,2,2,64,4,2,1,6,3.04347826086957,.728460363639088
202907,2,22,3,S,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,1,59,2,2,1,7,7.73913043478261,1.85237063896797
202932,2,55,2,U,1,1, ,1,1,1,1,2,2,2, ,2, ,1,1,2,34,3,2,1,6,6.17391304347826,1.47773388052501
202936,2,36,1,S,1,2, ,2,2,1,2,2,2,2, ,2, ,1,2,2,55,5,2,1,3,3.43478260869565,.822119553249828
202957,2,13,3,R,1,2, ,8,2,2,2,2,2,2, ,2, ,3,2,1,64,4,2,2,4,2.69565217391304,.645207750651764
202977,2,21,3,R,1,2, ,2,2,2,2,2,2,2, ,2, ,3,2,1,42,3,2,1,1,7.82608695652174,1.8731837922148
202981,2,51,3,U,1,1, ,2,2,1,1,1,1,2, ,2, ,1,1,1,31,6,2,1,8,4.69565217391304,1.12391027532888
202995,2,37,3,U,1,1, ,1,1,1,1,1,1,1,4,1,1,1,1,2,32,6,2,4,7,5.30434782608696,1.2696023480567
202998,2,48,3,S,1,1, ,1,1,1,1,1,1,2, ,1,6,1,1,2,32,4,1,1,8,8.73913043478261,2.09172190130652
202999,2,48,3,S,1,1, ,1,1,1,1,2,2,2, ,2, ,1,2,1,60,6,2,1,99,1.60869565217391,.385043335066375
203003,2,39,2,S,2,2, ,2,2, , , , ,8, ,2, ,3,2,2,70,5,2,1,4,2.26086956521739,.541141984417608
203025,2,24,3,S,2,2, ,2,2, , , , ,2, ,2, ,1,2,1,53,3,2,1,4,9.86956521739131,2.36229289351533
203028,2,48,3,S,2,2, ,8,2, , , , ,2, ,2, ,3,2,1,60,2,2,2,2,3.34782608695652,.801306400002997
203031,2,6,4,U,1,1, ,1,1,1,2,2,2,2, ,1,1,1,2,2,28,5,2,3,4,10.3913043478261,2.48717181299632
203032,2,4,4,S,2,2, ,8,2, , , , ,2, ,2, ,2,2,1,19,3,1,2,9,7.73913043478261,1.85237063896797
203033,2,6,4,U,1,1, ,1,1,2,2,2,2,2, ,2, ,3,2,2,99,4,2,2,4,3.73913043478261,.894965589613737
203051,2,48,3,U,1,2, ,2,2,1,2,2,2,2, ,2, ,1,2,1,63,6,2,1,6,2.08695652173913,.499515677923946
203053,2,48,3,U,1,1, ,1,1,1,2,1,2,2, ,2, ,1,2,2,26,6,2,4,4,6.91304347826087,1.65464568312307
203057,2,16,4,R,1,2, ,2,2,1,1,2,1,2, ,2, ,1,2,1,39,6,2,1,7,3.56521739130435,.853339283120075
203073,2,22,3,S,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,2,51,3,2,1,3,10.3913043478261,2.48717181299632
203078,2,27,2,S,1,1, ,1,1,1,1,1,1,1,4,1,2,3,2,1,22,5,2,2,6,3.95652173913043,.946998472730815
203080,2,48,3,S,1,1, ,1,1,2,2,2,2,2, ,2, ,1,1,1,39,6,2,1,7,3.39130434782609,.811712976626413
203084,2,41,4,R,1,1, ,1,1,2,2,2,2,2, ,2, ,3,1,2,61,4,2,1,4,2.34782608695652,.56195513766444
203089,2,48,3,U,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,2,63,8,2,1,8,2.1304347826087,.509922254547362
203108,2,40,3,R,1,1, ,1,1,2,2,2,2,2, ,2, ,3,2,2,23,6,2,1,1,4.26086956521739,1.01984450909472
203123,2,27,2,S,1,1, ,1,1,2,2,2,2,2, ,2, ,1,1,1,45,6,2,1,8,3,.718053787015673
203127,2,29,2,S,1,1, ,1,1,1,2,2,2,2, ,2, ,2,1,2,25,5,2,2,5,10,2.39351262338558
203134,2,19,2,R,1,2, ,2,2,2,2,2,2,2, ,2, ,2,2,1,66,8,2,1,4,1,.239351262338558
203143,2,48,3,S,2,2, ,8,2, , , , ,2, ,2, ,3,2,2,85,1,2,1,1,1.65217391304348,.395449911689791
203184,2,4,4,U,1,2, ,2,2,2,2,2,2,2, ,2, ,1,2,1,28,3,2,4,2,5.56521739130435,1.33204180779719
203185,2,48,3,U,1,1, ,1,1,1,2,1,1,2, ,1,6,1,1,2,29,4,2,4,6,8.52173913043478,2.03968901818945
203189,2,4,4,U,1,1, ,1,1,1,1,1,1,1,5,1,3,2,2,2,21,6,2,1,3,4.78260869565217,1.14472342857571
203195,2,6,4,U,1,1, ,2,2,1,1,2,1,1,2,1,1,1,2,1,20,3,2,1,7,9.34782608695652,2.23741397403434
203198,2,6,4,R,1,1, ,1,1,1,1,1,1,2, ,1,4,1,1,2,54,8,2,1,9,4,.95740504935423
203209,2,34,1,S,1,1, ,2,2,1,1,2,1,2, ,2, ,1,2,1,21,3,2,1,6,6.95652173913044,1.66505225974649
203220,2,45,3,S,2,2, ,2,2, , , , ,2, ,2, ,3,2,2,58,5,2,1,2,3.04347826086957,.728460363639088
203248,2,26,2,S,1,1, ,1,1,1,1,1,1,2, ,2, ,1,2,1,53,6,2,1,9,3.1304347826087,.749273516885919
203250,2,18,2,S,1,1, ,1,1,2,1,2,2,2, ,2, ,3,2,2,64,8,2,1,5,2,.478702524677115
203261,2,34,1,S,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,2,57,4,2,1,6,2.82608695652174,.676427480522011
203267,2,42,1,R,2,2, ,2,2, , , , ,2, ,2, ,1,2,1,29,3,2,1,5,3.43478260869565,.822119553249828
203268,2,36,1,U,2,2, ,2,2, , , , ,2, ,2, ,3,2,1,66,2,1,1,2,6.65217391304348,1.59220622338258
203272,2,39,2,S,1,2, ,2,2,2,2,2,2,2, ,2, ,3,1,2,47,5,2,1,7,6.34782608695652,1.51936018701867
203285,2,36,1,R,1,1, ,1,1,1,2,2,2,1,5,1,3,3,2,2,18,4,1,6,3,10.3913043478261,2.48717181299632
203288,2,37,3,U,1,1, ,1,1,1,1,2,2,2, ,2, ,3,2,2,50,4,2,1,99,7.08695652173913,1.69627198961673
203297,2,47,3,R,1,1, ,1,1,2,2,2,2,2, ,2, ,3,2,2,59,5,2,1,8,2.26086956521739,.541141984417608
203298,2,33,1,U,1,2, ,1,1,1,2,2,2,2, ,2, ,1,2,2,63,3,2,1,6,3.82608695652174,.915778742860568
203299,2,36,1,S,1,1, ,1,1,1,1,1,1,2, ,2, ,1,2,1,49,3,2,1,6,7.65217391304348,1.83155748572114
203301,2,25,1,S,2,2, ,1,1, , , , ,2, ,2, ,1,1,1,31,3,2,1,99,5,1.19675631169279
203303,2,42,1,S,1,1, ,1,1,2,2,2,2,2, ,2, ,3,1,2,99,8,2,1,7,1.82608695652174,.437076218183453
203310,2,47,3,S,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,1,60,4,2,1,6,2.65217391304348,.634801174028348
203311,2,13,3,S,2,1, ,8,2,1,1,1,1,2, ,2, ,2,1,2,29,4,2,2,1,8,1.91481009870846
203313,2,37,3,S,1,1, ,1,1,2,2,2,1,2, ,2, ,1,2,2,31,6,2,1,4,5.69565217391304,1.36326153766744
203315,2,25,1,S,1,1, ,1,1,1,1,2,1,2, ,1,2,1,2,1,30,5,2,1,9,8.21739130434783,1.96684298182554
203319,2,13,3,U,1,1, ,1,1,1,2,2,2,2, ,2, ,1,1,1,34,8,2,1,8,3.60869565217391,.86374585974349
203327,2,34,1,S,1,1, ,1,1,2,2,2,1,2, ,2, ,2,2,2,54,8,2,1,6,4.91304347826087,1.17594315844596
203330,2,42,1,S,1,1, ,1,1,1,1,1,1,2, ,2, ,3,1,2,30,4,2,1,4,6.60869565217391,1.58179964675916
203331,2,51,3,U,1,1, ,1,1,1,1,1,1,2, ,1,5,1,1,1,38,8,2,1,9,3.52173913043478,.842932706496659
203349,2,23,1,U,1,1, ,1,1,1,1,1,1,2, ,2, ,2,1,2,35,8,2,1,5,6.39130434782609,1.52976676364209
203350,2,18,2,R,1,2, ,1,1,2,2,1,2,2, ,2, ,3,1,2,43,3,2,1,99,10.3913043478261,2.48717181299632
203352,2,50,1,R,1,1, ,1,1,1,2,1,1,2, ,1,1,3,1,2,33,4,2,1,2,8.08695652173913,1.93562325195529
203360,2,36,1,S,1,1, ,1,1,1,1,1,1,2, ,2, ,1,1,1,39,6,2,1,9,2.69565217391304,.645207750651764
203369,2,42,1,S,1,1, ,1,1,1,2,2,2,2, ,2, ,1,2,2,61,8,2,1,5,1.1304347826087,.270570992208804
203371,2,12,3,S,1,2, ,2,2,1,2,2,1,2, ,2, ,1,2,1,25,4,2,1,5,7.04347826086957,1.68586541299332
203372,2,21,3,U,1,2, ,2,2,1,2,2,2,2, ,2, ,1,2,1,42,4,2,2,6,8.34782608695652,1.99806271169579
203373,2,36,1,R,1,1, ,2,2,2,2,2,2,2, ,2, ,3,2,1,66,8,2,1,7,1.04347826086957,.249757838961973
203379,2,12,3,U,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,2,37,8,1,1,6,3.26086956521739,.780493246756166
203380,2,36,1,S,1,2, ,2,2,2,2,2,2,2, ,2, ,1,1,1,38,4,2,1,6,6.91304347826087,1.65464568312307
203383,2,24,3,S,1,1, ,1,1,2,2,2,2,2, ,2, ,3,2,1,65,8,2,1,6,1.65217391304348,.395449911689791
203393,2,39,2,S,1,1, ,1,1,1,1,2,2,2, ,2, ,2,2,2,65,4,2,1,99,1.04347826086957,.249757838961973
203397,2,42,1,S,1,1, ,1,1,1,2,2,2,2, ,1,6,3,2,2,67,6,2,1,6,1,.239351262338558
203399,2,51,3,S,1,1, ,1,1,1,1,2,2,2, ,2, ,2,1,2,36,6,2,1,7,4.95652173913043,1.18634973506937
203402,2,45,3,S,1,1, ,1,1,2,1,2,1,2, ,2, ,1,2,1,25,6,2,1,8,3.60869565217391,.86374585974349
203403,2,39,2,U,1,2, ,2,2,1,1,1,2,2, ,2, ,3,1,2,24,4,2,2,1,9.65217391304348,2.31026001039825
203409,2,36,1,U,1,1, ,1,1,1,1,1,2,2, ,2, ,1,1,2,39,8,1,4,6,10.304347826087,2.46635865974949
203418,2,36,1,S,1,1, ,2,2,1,2,2,2,2, ,2, ,1,2,1,57,3,2,1,8,8.21739130434783,1.96684298182554
203423,2,25,1,S,1,1, ,1,1,2,1,2,2,2, ,2, ,1,1,1,46,8,2,1,8,3.43478260869565,.822119553249828
203425,2,21,3,S,1,1, ,1,1,1,2,2,2,2, ,2, ,1,1,1,30,6,2,2,6,3.04347826086957,.728460363639088
203436,2,12,3,U,1,1, ,2,2,1,1,2,2,2, ,2, ,3,2,2,82,8,2,1,6,1,.239351262338558
203455,2,9,1,S,1,1, ,1,1,1,1,2,2,2, ,2, ,2,1,2,27,3,2,1,2,10.3913043478261,2.48717181299632
203464,2,37,3,U,1,1, ,1,1,1,1,1,1,2, ,2, ,3,1,2,36,3,2,1,4,10.3913043478261,2.48717181299632
203468,2,51,3,S,1,1, ,1,1,2,1,2,1,2, ,2, ,2,1,1,39,3,2,1,2,10.3913043478261,2.48717181299632
203469,2,24,3,S,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,1,26,6,2,1,4,3.04347826086957,.728460363639088
203470,2,34,1,U,1,1, ,1,1,1,1,2,2,2, ,1,3,1,1,1,29,3,2,2,3,5.43478260869565,1.30082207792694
203471,2,12,3,U,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,1,46,6,2,1,7,3.69565217391304,.884559012990321
203472,2,37,3,U,2,2, ,2,2, , , , ,2, ,2, ,3,2,2,78,2,2,2,1,1.69565217391304,.405856488313206
203476,2,23,1,S,1,1, ,1,1,1,2,2,2,2, ,2, ,3,2,2,54,6,2,1,5,4.91304347826087,1.17594315844596
203480,2,36,1,S,1,1, ,1,1,2,2,2,2,2, ,8, ,1,2,1,55,6,2,1,9,2.1304347826087,.509922254547362
203502,2,12,3,S,1,1, ,1,1,1,2,2,2,2, ,2, ,3,2,2,62,6,2,1,2,2.65217391304348,.634801174028348
203523,2,12,3,S,1,2, ,2,2,2,2,2,2,2, ,2, ,1,2,1,59,5,2,1,9,1.65217391304348,.395449911689791
203528,2,26,2,S,1,2, ,2,2,2,1,2,1,2, ,2, ,1,2,1,54,5,2,1,6,3.56521739130435,.853339283120075
203540,2,48,3,S,1,1, ,1,1,1,1,1,1,2, ,1,6,1,2,1,25,3,1,6,7,10.3913043478261,2.48717181299632
203561,2,39,2,S,1,1, ,1,1,1,1,2,1,2, ,2, ,1,1,1,51,3,2,1,8,6.17391304347826,1.47773388052501
203566,2,9,1,U,1,1, ,1,1,1,1,1,1,2, ,2, ,1,2,2,52,3,2,1,9,9.43478260869565,2.25822712728117
203612,2,6,4,U,1,1, ,1,1,1,1,2,1,2, ,2, ,3,2,2,23,6,2,3,4,5.21739130434783,1.24878919480987
203620,2,55,2,S,1,1, ,1,1,1,2,2,2,2, ,2, ,1,2,1,56,8,2,1,9,1.8695652173913,.447482794806869
203645,2,29,2,R,1,2, ,2,2,1,1,2,2,1,6,2, ,3,2,1,26,3,2,1,99,5.52173913043478,1.32163523117377
203657,2,6,4,S,1,1, ,1,1,2,2,2,2,2, ,2, ,3,2,2,61,4,2,1,6,2.30434782608696,.551548561041024
203659,2,48,3,U,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,2,60,6,1,1,8,1.47826086956522,.353823605196129
203664,2,6,4,S,1,1, ,1,1,1,2,2,2,2, ,1,3,2,1,1,38,5,2,1,7,8.30434782608696,1.98765613507237
203681,2,5,3,R,1,1, ,1,1,1,2,2,1,2, ,2, ,1,1,1,29,8,2,1,6,3.95652173913043,.946998472730815
203707,2,34,1,S,1,1, ,1,1,1,2,2,2,2, ,2, ,2,2,1,50,5,2,2,4,7.91304347826087,1.89399694546163
203708,2,21,3,S,1,1, ,1,1,1,1,1,1,2, ,1,2,2,2,2,22,5,2,1,2,7.86956521739131,1.88359036883821
203709,2,25,1,R,1,1, ,1,1,1,1,2,1,2, ,2, ,1,2,2,61,8,2,1,8,1.8695652173913,.447482794806869
203711,2,42,1,U,1,1, ,2,2,2,2,2,2,2, ,2, ,2,1,2,34,3,2,2,1,10.3913043478261,2.48717181299632
203732,2,12,3,U,1,1, ,1,1,2,1,2,2,2, ,2, ,1,1,2,59,8,2,1,9,1.78260869565217,.426669641560037
203741,2,36,1,S,1,1, ,1,1,2,2,2,2,2, ,2, ,3,2,1,67,8,2,1,7,1.73913043478261,.416263064936622
203753,2,36,1,S,1,1, ,1,1,8,1,2,2,2, ,2, ,1,2,2,59,6,1,4,6,3.08695652173913,.738866940262504
203771,2,12,3,U,1,1, ,1,1,1,1,2,1,2, ,2, ,3,2,1,56,4,2,1,99,5.30434782608696,1.2696023480567
203779,2,12,3,S,1,1, ,1,1,2,1,2,1,2, ,2, ,1,1,2,32,5,2,1,2,6.43478260869565,1.5401733402655
203784,2,24,3,S,1,1, ,1,1,1,2,2,2,2, ,2, ,1,2,2,32,8,2,2,9,5.86956521739131,1.4048878441611
203786,2,26,2,U,1,1, ,1,1,1,1,2,1,2, ,2, ,1,2,1,27,4,2,1,3,8.52173913043478,2.03968901818945
203788,2,39,2,S,1,1, ,1,1,1,1,1,1,1,1,1,5,3,2,1,22,3,1,1,3,7.17391304347826,1.71708514286357
203795,2,42,1,U,1,1, ,1,1,1,2,2,2,2, ,1,4,3,1,1,25,7,2,1,2,4.82608695652174,1.15513000519913
203817,2,29,2,R,1,2, ,2,2,2,2,2,2,2, ,2, ,2,2,1,60,3,2,1,99,3.60869565217391,.86374585974349
203824,2,28,3,R,1,2, ,2,2,2,2,2,2,2, ,2, ,3,2,1,65,5,2,5,2,2.56521739130435,.613988020781517
203837,2,20,2,S,2,2, ,1,1, , , , ,2, ,2, ,1,2,2,63,3,2,1,3,2.34782608695652,.56195513766444
203841,2,55,2,S,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,1,23,6,2,1,8,3.73913043478261,.894965589613737
203845,2,48,3,S,1,1, ,1,1,1,1,2,2,2, ,2, ,1,1,1,34,4,2,1,8,5.78260869565217,1.38407469091427
203850,2,48,3,U,1,1, ,1,1,1,1,2,2,2, ,1,5,1,2,2,40,6,2,2,2,2,.478702524677115
203862,2,12,3,S,1,2, ,2,2,2,1,2,2,2, ,2, ,3,2,2,69,5,2,1,3,3.60869565217391,.86374585974349
203865,2,55,2,S,1,1, ,1,1,2,2,2,2,1,6,2, ,1,2,1,60,4,2,2,6,3.08695652173913,.738866940262504
203872,2,39,2,S,1,1, ,2,2,2,9,2,2,2, ,2, ,9,2,1,99,3,2,1,99,4.43478260869565,1.06147081558839
203877,2,55,2,U,1,1, ,1,1,1,2,1,2,2, ,1,2,3,2,1,18,3,2,2,4,4.21739130434783,1.00943793247131
203888,2,20,2,S,1,1, ,1,1,1,2,2,2,2, ,2, ,1,2,2,51,8,2,1,7,1.39130434782609,.333010451949298
203890,2,1,3,U,2,2, ,2,2, , , , ,2, ,2, ,3,2,1,58,3,2,2,3,5.91304347826087,1.41529442078451
203892,2,55,2,S,1,1, ,1,1,2,1,2,1,2, ,2, ,1,1,1,55,4,2,1,3,2.47826086956522,.593174867534686
