psraid,sample,state,cregion,usr,eminuse,intmob,pialql1,smart1,SmartPhone,pial1,pial2,pial3,pial4,pial5,pial6,pial7,pial8,employ,par,sex,age,educ2,hisp,race,inc,weight,standwt
101033,1,17,2,S,2,2,1,2,2, , , , ,2, ,2, ,3,2,2,86,3,2,1,2,2.43478260869565,.582768290911271
101034,1,48,3,S,1,1,1,1,1,1,8,2,2,2, ,2, ,3,2,1,99,9,2,1,99,1.60869565217391,.385043335066375
101036,1,29,2,U,1,2,1,2,2,1,2,2,2,2, ,2, ,2,2,2,57,8,2,1,6,1.60869565217391,.385043335066375
101039,1,27,2,U,1,2,2, ,3,2,2,2,2, , , , ,3,2,2,63,8,2,1,5,2.43478260869565,.582768290911271
101040,1,13,3,S,1,1,1,1,1,1,2,1,2,1,6,2, ,1,2,1,65,6,2,1,9,1.65217391304348,.395449911689791
101051,1,22,3,S,1,1,1,1,1,2,2,2,2,2, ,2, ,3,2,1,73,8,2,1,7,1.65217391304348,.395449911689791
101052,1,37,3,R,2,2,1,2,2, , , , ,2, ,2, ,2,2,2,63,3,2,2,2,3.39130434782609,.811712976626413
101061,1,48,3,U,1,1,1,1,1,1,2,2,2,2, ,2, ,1,1,2,43,6,2,3,8,5.26086956521739,1.25919577143328
101063,1,9,1,U,1,1,1,2,2,2,2,2,2,2, ,2, ,2,2,2,69,6,2,1,3,1.60869565217391,.385043335066375
101068,1,55,2,R,2,2,1,2,2, , , , ,2, ,2, ,3,2,2,82,2,2,1,99,2.47826086956522,.593174867534686
101071,1,36,1,R,1,1,1,1,1,2,2,1,2,2, ,2, ,3,2,1,69,3,2,1,5,3.8695652173913,.926185319483984
101074,1,19,2,R,2,2,1,2,2, , , , ,2, ,2, ,3,2,2,77,4,2,1,4,1.39130434782609,.333010451949298
101079,1,42,1,S,1,1,1,1,1,2,2,2,2,2, ,2, ,3,2,2,70,6,2,1,99,2,.478702524677115
101080,1,51,3,U,1,2,2, ,3,1,1,1,1, , , , ,3,2,1,18,2,2,4,1,9.08695652173913,2.17497451429385
101081,1,40,3,S,1,1,1,1,1,1,1,2,2,2, ,1,6,1,2,2,56,6,2,1,7,1.43478260869565,.343417028572713
101082,1,55,2,S,1,1,1,1,1,1,1,1,2,2, ,2, ,1,2,1,60,6,2,1,7,1.91304347826087,.457889371430284
101087,1,29,2,U,1,1,1,2,2,1,1,2,2,2, ,2, ,3,2,2,65,4,1,1,8,2.47826086956522,.593174867534686
101090,1,42,1,S,1,2,1,2,2,1,1,2,1,2, ,2, ,3,2,2,56,4,2,1,2,2.1304347826087,.509922254547362
101091,1,20,2,R,1,2,1,2,2,1,1,2,2,2, ,2, ,1,2,2,50,4,2,1,5,4,.95740504935423
101093,1,5,3,S,2,2,2, ,3, , , , , , , , ,3,2,2,70,1,2,1,2,5.43478260869565,1.30082207792694
101106,1,23,1,R,1,1,1,1,1,2,2,2,2,2, ,2, ,3,2,2,72,8,2,1,3,1,.239351262338558
101111,1,26,2,S,1,1,1,1,1,1,2,2,2,2, ,2, ,1,2,2,56,6,2,2,9,1.04347826086957,.249757838961973
101112,1,20,2,R,1,2,1,2,2,2,1,2,1,2, ,2, ,3,2,2,66,3,2,1,99,2.47826086956522,.593174867534686
101131,1,42,1,S,1,1,1,1,1,2,1,2,2,2, ,2, ,2,2,1,66,6,2,1,4,1.73913043478261,.416263064936622
101132,1,40,3,S,2,2,2, ,3, , , , , , , , ,3,2,2,66,2,2,1,1,4.08695652173913,.978218202601061
101134,1,48,3,U,1,1,1,1,1,2,2,2,2,2, ,2, ,3,2,1,69,6,2,1,9,1.60869565217391,.385043335066375
101135,1,21,3,R,1,1,1,1,1,1,1,2,2,2, ,1,4,1,2,2,37,5,2,1,9,5.65217391304348,1.35285496104402
101137,1,29,2,R,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,2,69,6,2,1,5,1,.239351262338558
101138,1,21,3,R,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,2,67,7,2,1,4,1,.239351262338558
101149,1,8,4,U,1,9,1,2,2,2,2,2,2,2, ,2, ,1,2,2,58,6,2,1,6,2,.478702524677115
101152,1,19,2,R,1,2,2, ,3,2,1,2,2, , , , ,3,2,1,74,2,2,1,3,2.30434782608696,.551548561041024
101158,1,17,2,U,2,1,1,1,1,2,2,2,2,2, ,2, ,3,2,1,71,8,2,1,99,1.47826086956522,.353823605196129
101160,1,49,4,S,1,1,1,1,1,1,1,1,1,2, ,1,4,1,1,2,33,6,2,1,6,5.26086956521739,1.25919577143328
101166,1,39,2,S,1,1,1,1,1,2,2,2,2,2, ,2, ,1,2,2,56,6,2,9,5,1.04347826086957,.249757838961973
101167,1,48,3,R,1,2,1,2,2,2,2,1,2,2, ,2, ,1,2,2,69,8,2,1,3,1,.239351262338558
101171,1,9,1,U,1,1,1,1,1,2,2,2,2,2, ,2, ,3,2,2,62,8,2,1,8,1.82608695652174,.437076218183453
101174,1,55,2,S,1,1,1,1,1,2,2,2,2,2, ,2, ,1,2,1,61,6,2,1,7,1.21739130434783,.291384145455635
101180,1,47,3,S,2,2,1,2,2, , , , ,2, ,2, ,3,2,1,80,2,2,2,4,2.52173913043478,.603581444158102
101184,1,55,2,S,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,2,65,4,2,1,8,1.65217391304348,.395449911689791
101197,1,55,2,R,2,2,2, ,3, , , , , , , , ,3,2,2,66,2,2,1,3,7.60869565217391,1.82115090909772
101200,1,20,2,S,1,1,1,1,1,1,2,1,2,2, ,2, ,1,1,1,43,6,2,1,7,3.26086956521739,.780493246756166
101210,1,39,2,S,8,2,2, ,3, , , , , , , , ,3,2,2,91,2,2,1,2,4.60869565217391,1.10309712208205
101211,1,21,3,R,2,2,2, ,3, , , , , , , , ,3,2,2,74,2,2,1,1,4.08695652173913,.978218202601061
101213,1,36,1,S,1,1,1,1,1,2,2,2,2,2, ,2, ,3,2,1,66,5,2,1,99,3.56521739130435,.853339283120075
101214,1,17,2,S,2,2,2, ,3, , , , , , , , ,3,2,1,79,1,2,1,4,8.60869565217391,2.06050217143628
101215,1,12,3,S,1,1,1,1,1,1,1,2,1,2, ,2, ,1,1,1,47,8,2,1,9,3.34782608695652,.801306400002997
101219,1,12,3,S,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,1,70,3,2,1,8,3,.718053787015673
101225,1,48,3,S,1,1,1,1,1,1,1,1,1,2, ,1,6,1,1,2,54,6,2,2,6,1.69565217391304,.405856488313206
101253,1,8,4,U,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,1,74,8,1,1,7,2.34782608695652,.56195513766444
101262,1,47,3,R,1,2,1,1,1,2,2,2,2,2, ,2, ,3,2,2,63,6,2,1,5,1,.239351262338558
101267,1,55,2,S,1,1,1,1,1,1,2,2,2,2, ,2, ,1,2,2,58,3,2,1,7,2.82608695652174,.676427480522011
101282,1,40,3,S,1,1,1,1,1,1,2,2,2,2, ,2, ,3,2,2,84,8,2,1,8,1,.239351262338558
101284,1,40,3,S,2,1,1,8,2,2,2,2,2,2, ,2, ,3,2,1,70,8,2,1,7,1.26086956521739,.301790722079051
101285,1,25,1,S,2,2,1,2,2, , , , ,2, ,2, ,3,2,2,84,4,2,1,9,1.8695652173913,.447482794806869
101288,1,29,2,S,1,1,1,1,1,2,2,2,2,2, ,2, ,3,2,2,54,5,2,1,99,6.1304347826087,1.46732730390159
101296,1,39,2,R,1,1,1,2,2,2,1,2,2,2, ,2, ,1,2,1,60,5,2,4,5,2.08695652173913,.499515677923946
101297,1,5,3,R,1,1,1,1,1,1,1,1,1,2, ,1,3,1,1,2,35,6,1,1,2,2.65217391304348,.634801174028348
101299,1,31,2,R,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,1,83,3,2,1,5,2.82608695652174,.676427480522011
101302,1,26,2,U,1,1,1,2,2,1,2,2,2,2, ,2, ,3,2,2,65,4,2,2,3,1.1304347826087,.270570992208804
101306,1,17,2,U,2,2,1,2,2, , , , ,2, ,2, ,3,2,1,55,3,2,2,1,3,.718053787015673
101310,1,12,3,U,2,2,2, ,3, , , , , , , , ,3,2,2,58,3,2,2,99,10.3913043478261,2.48717181299632
101311,1,37,3,R,1,1,1,2,2,2,2,2,2,2, ,2, ,3,2,2,72,3,2,1,3,2.21739130434783,.530735407794193
101317,1,13,3,S,1,1,1,2,2,2,2,2,2,2, ,2, ,1,1,1,38,5,2,1,4,5,1.19675631169279
101327,1,40,3,U,1,2,1,2,2,2,1,2,1,2, ,2, ,1,2,1,45,8,2,1,6,2.08695652173913,.499515677923946
101328,1,27,2,R,1,2,2, ,3,2,2,2,2, , , , ,3,2,2,58,2,2,1,6,4.65217391304348,1.11350369870546
101330,1,55,2,U,2,2,2, ,3, , , , , , , , ,3,2,2,58,3,2,1,1,5.65217391304348,1.35285496104402
101335,1,48,3,U,2,2,1,8,2, , , , ,2, ,2, ,1,1,1,36,6,2,1,3,2.60869565217391,.624394597404933
101338,1,51,3,R,2,2,1,2,2, , , , ,2, ,2, ,3,2,2,72,1,2,1,3,2.73913043478261,.655614327275179
101352,1,6,4,U,1,2,1,2,2,2,2,2,2,2, ,2, ,3,1,1,70,6,2,1,99,1.78260869565217,.426669641560037
101362,1,42,1,S,1,2,1,2,2,2,2,2,2,2, ,2, ,1,2,1,56,4,2,2,4,3.08695652173913,.738866940262504
101373,1,4,4,S,1,1,1,1,1,2,1,2,2,2, ,1,6,1,1,1,50,4,2,9,4,5.30434782608696,1.2696023480567
101377,1,6,4,S,2,2,2, ,3, , , , , , , , ,3,2,1,62,1,1,6,2,9.08695652173913,2.17497451429385
101380,1,47,3,U,1,1,1,1,1,2,2,2,2,2, ,2, ,2,2,2,72,6,2,1,3,1,.239351262338558
101382,1,42,1,R,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,1,66,6,2,1,7,1.73913043478261,.416263064936622
101388,1,4,4,U,2,2,2, ,3, , , , , , , , ,3,2,2,85,3,2,1,3,4.56521739130435,1.09269054545863
101389,1,25,1,S,1,1,1,1,1,2,2,2,2,2, ,1,6,3,1,2,30,2,2,1,4,6.86956521739131,1.64423910649966
101392,1,26,2,S,1,1,1,1,1,1,2,2,2,2, ,2, ,3,2,2,63,4,2,1,6,2.08695652173913,.499515677923946
101394,1,19,2,R,2,2,1,2,2, , , , ,2, ,2, ,3,2,1,85,5,2,1,4,1.56521739130435,.37463675844296
101396,1,6,4,S,1,1,1,1,1,1,1,1,1,2, ,1,6,1,1,2,33,6,2,1,6,3.21739130434783,.77008667013275
101406,1,31,2,R,2,2,2, ,3, , , , , , , , ,3,2,2,78,2,2,1,2,7.60869565217391,1.82115090909772
101408,1,22,3,S,2,2,1,2,2, , , , ,2, ,2, ,3,2,2,68,1,2,2,1,2.30434782608696,.551548561041024
101425,1,4,4,S,1,2,1,2,2,2,2,2,2,2, ,2, ,1,2,1,55,6,2,1,3,1,.239351262338558
101427,1,8,4,S,1,2,1,2,2,2,2,2,2,2, ,2, ,1,2,2,63,4,2,1,4,1.43478260869565,.343417028572713
101429,1,18,2,S,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,2,70,4,2,1,4,1.1304347826087,.270570992208804
101438,1,53,4,S,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,2,99,6,2,9,6,1.60869565217391,.385043335066375
101459,1,6,4,U,1,1,1,1,1,1,1,1,1,1,5,2, ,1,1,2,32,6,2,2,6,4.26086956521739,1.01984450909472
101477,1,53,4,S,2,2,1,8,2, , , , ,2, ,2, ,3,2,2,66,3,2,1,6,3.95652173913043,.946998472730815
101485,1,39,2,S,1,2,1,2,2,2,2,2,2,2, ,2, ,2,2,1,75,6,2,1,8,1.95652173913043,.4682959480537
101487,1,22,3,S,2,2,1,2,2, , , , ,2, ,2, ,3,1,2,73,2,1,2,3,2.73913043478261,.655614327275179
101499,1,40,3,R,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,1,99,9,2,9,99,1,.239351262338558
101504,1,6,4,S,1,1,1,1,1,1,1,2,1,2, ,2, ,3,1,2,36,3,2,1,8,10.3913043478261,2.48717181299632
101511,1,17,2,S,2,1,1,1,1,1,1,1,1,2, ,2, ,1,2,1,23,6,2,1,1,2.43478260869565,.582768290911271
101514,1,6,4,S,1,1,1,2,2,2,2,2,2,2, ,2, ,3,2,1,83,5,2,1,3,2.30434782608696,.551548561041024
101523,1,6,4,S,2,2,1,1,1, , , , ,2, ,2, ,1,1,1,99,4,2,1,5,3,.718053787015673
101537,1,53,4,U,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,1,76,8,2,1,6,2.34782608695652,.56195513766444
101539,1,6,4,S,1,1,1,1,1,2,2,2,2,2, ,2, ,1,2,2,67,6,2,1,7,1,.239351262338558
101554,1,42,1,S,2,2,1,2,2, , , , ,2, ,2, ,3,2,2,80,6,2,1,6,1.60869565217391,.385043335066375
101561,1,54,3,S,1,1,1,2,2,2,2,2,2,2, ,2, ,3,1,1,38,3,2,1,2,6.95652173913044,1.66505225974649
101567,1,53,4,S,2,2,2, ,3, , , , , , , , ,3,2,1,77,4,2,1,4,4.73913043478261,1.13431685195229
101568,1,6,4,S,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,2,72,5,2,1,3,2.60869565217391,.624394597404933
101569,1,19,2,S,1,2,1,1,1,1,2,2,2,2, ,8, ,3,2,2,75,8,2,1,5,1,.239351262338558
101572,1,37,3,S,1,1,1,1,1,1,1,2,1,2, ,1,4,3,2,2,52,5,1,1,9,7.78260869565217,1.86277721559138
101592,1,37,3,R,1,2,1,2,2,1,2,2,2,2, ,2, ,1,2,2,55,5,2,1,8,2.26086956521739,.541141984417608
101603,1,18,2,R,1,2,1,1,1,2,2,2,2,2, ,2, ,1,1,1,41,3,2,1,1,3.04347826086957,.728460363639088
101612,1,53,4,S,1,1,1,1,1,1,1,2,2,2, ,1,4,3,2,2,76,5,2,1,99,2.21739130434783,.530735407794193
101616,1,6,4,U,2,2,1,2,2, , , , ,2, ,2, ,3,2,2,83,3,2,1,6,2.47826086956522,.593174867534686
101627,1,36,1,S,1,1,1,1,1,2,2,2,2,2, ,2, ,1,2,1,55,7,1,6,9,3.60869565217391,.86374585974349
101644,1,48,3,R,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,2,46,4,2,1,1,5.39130434782609,1.29041550130353
101656,1,41,4,R,1,2,2, ,3,2,2,2,2, , , , ,3,2,1,63,4,2,1,2,3.73913043478261,.894965589613737
101665,1,41,4,U,1,2,1,8,2,2,2,2,2,2, ,2, ,1,2,2,58,1,1,1,3,7.56521739130435,1.81074433247431
101671,1,48,3,R,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,1,79,3,2,1,4,3,.718053787015673
101680,1,6,4,S,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,1,65,4,2,1,8,3.73913043478261,.894965589613737
101682,1,29,2,S,1,1,1,1,1,1,2,2,2,2, ,2, ,3,2,2,60,4,2,1,99,2.08695652173913,.499515677923946
101702,1,32,4,U,1,1,1,1,1,2,2,2,2,2, ,2, ,3,2,1,69,4,2,1,5,2.52173913043478,.603581444158102
101703,1,6,4,S,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,1,58,8,2,1,7,1.47826086956522,.353823605196129
101709,1,41,4,U,1,1,1,1,1,1,1,2,2,2, ,2, ,2,1,2,41,6,2,1,9,4.30434782608696,1.03025108571814
101737,1,6,4,U,1,2,1,1,1,2,2,2,2,2, ,2, ,3,2,2,70,4,2,1,5,2,.478702524677115
101745,1,4,4,U,1,2,1,2,2,2,2,2,2,2, ,2, ,1,2,2,60,3,2,1,6,4.17391304347826,.999031355847893
101752,1,51,3,S,1,1,1,1,1,2,1,2,2,2, ,2, ,1,1,2,30,4,1,6,3,5.43478260869565,1.30082207792694
101762,1,45,3,U,1,1,1,1,1,2,2,2,1,2, ,2, ,3,2,2,73,6,2,1,7,1.26086956521739,.301790722079051
101768,1,26,2,R,1,2,1,2,2,2,2,2,2,2, ,2, ,1,1,1,99,6,2,4,99,1,.239351262338558
101774,1,13,3,S,2,2,2, ,3, , , , , , , , ,3,2,2,97,2,2,2,3,10.3913043478261,2.48717181299632
101775,1,39,2,R,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,1,61,3,2,1,99,6.04347826086957,1.44651415065476
101779,1,36,1,R,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,2,81,4,2,1,2,1,.239351262338558
101792,1,36,1,S,2,2,1,2,2, , , , ,2, ,2, ,3,2,2,68,3,2,1,99,4.34782608695652,1.04065766234155
101799,1,10,3,S,1,2,1,1,1,2,2,2,2,2, ,2, ,3,2,1,75,6,1,1,6,1.82608695652174,.437076218183453
101803,1,42,1,S,2,2,1,2,2, , , , ,2, ,2, ,1,2,1,63,3,2,1,6,4.91304347826087,1.17594315844596
101805,1,51,3,U,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,2,56,6,2,1,6,1.78260869565217,.426669641560037
101806,1,42,1,S,1,1,1,2,2,2,2,2,2,2, ,2, ,1,1,1,32,3,2,1,7,5,1.19675631169279
101819,1,12,3,S,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,2,70,5,2,1,3,1.95652173913043,.4682959480537
101835,1,47,3,S,2,2,1,2,2, , , , ,2, ,2, ,3,2,2,82,3,2,1,2,3.26086956521739,.780493246756166
101837,1,24,3,S,1,1,1,1,1,1,1,2,2,2, ,1,6,2,2,2,54,4,2,1,8,8.86956521739131,2.12294163117677
101838,1,39,2,S,1,2,2, ,3,2,2,2,2, , , , ,1,2,1,44,3,2,1,4,10.3913043478261,2.48717181299632
101840,1,37,3,U,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,2,78,6,2,1,4,1.95652173913043,.4682959480537
101845,1,37,3,R,2,1,1,8,2,2,2,2,2,2, ,2, ,3,2,2,56,3,2,1,2,1.91304347826087,.457889371430284
101846,1,39,2,U,2,2,1,2,2, , , , ,2, ,2, ,3,2,2,82,3,2,1,3,1.8695652173913,.447482794806869
101847,1,42,1,R,1,2,2, ,3,1,1,1,1, , , , ,1,2,1,53,3,9,9,6,10.3913043478261,2.48717181299632
101871,1,13,3,R,1,1,1,1,1,2,2,2,2,2, ,2, ,1,2,1,66,6,2,1,9,1.34782608695652,.322603875325882
101878,1,18,2,R,1,1,1,2,2,2,1,2,1,2, ,2, ,3,2,2,59,3,2,1,5,3.78260869565217,.905372166237153
101889,1,9,1,U,1,2,1,2,2,2,2,2,2,2, ,2, ,1,2,2,64,3,2,1,7,3.21739130434783,.77008667013275
101892,1,36,1,S,1,1,1,1,1,2,2,2,2,2, ,2, ,1,1,2,99,6,2,4,8,1.56521739130435,.37463675844296
101895,1,37,3,U,2,2,1,2,2, , , , ,2, ,2, ,3,2,1,57,3,2,1,1,2.95652173913044,.707647210392257
101903,1,34,1,S,2,2,1,8,2, , , , ,2, ,2, ,3,2,1,94,3,2,1,1,4.91304347826087,1.17594315844596
101905,1,18,2,S,2,2,2, ,3, , , , , , , , ,3,2,2,85,3,2,1,3,5.04347826086956,1.2071628883162
101914,1,25,1,U,1,1,1,1,1,1,2,2,2,2, ,2, ,3,2,2,65,8,2,1,7,1,.239351262338558
101918,1,42,1,U,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,2,75,5,2,1,4,2.47826086956522,.593174867534686
101919,1,37,3,R,1,2,2, ,3,2,1,2,2, , , , ,3,2,2,63,3,2,2,2,10.3913043478261,2.48717181299632
101923,1,39,2,R,1,1,1,1,1,2,2,2,2,2, ,2, ,3,2,2,70,3,2,1,4,2.47826086956522,.593174867534686
101936,1,42,1,S,1,2,1,2,2,2,2,2,2,2, ,2, ,1,2,2,62,4,2,1,8,2.30434782608696,.551548561041024
101948,1,37,3,R,1,1,1,1,1,1,2,9,2,2, ,1,9,3,2,2,67,8,2,1,99,1.26086956521739,.301790722079051
101962,1,12,3,S,2,2,1,2,2, , , , ,2, ,2, ,3,2,2,79,8,2,1,6,1,.239351262338558
101971,1,18,2,R,1,1,1,1,1,1,2,2,2,2, ,2, ,3,2,2,66,4,2,1,7,1.69565217391304,.405856488313206
101972,1,51,3,U,1,1,1,1,1,2,2,2,2,2, ,2, ,1,1,1,47,8,2,1,9,3.21739130434783,.77008667013275
101986,1,51,3,S,1,1,1,1,1,1,1,1,1,2, ,2, ,1,1,2,40,8,2,1,7,3.82608695652174,.915778742860568
101990,1,36,1,U,1,1,1,2,2,2,2,2,2,2, ,2, ,2,2,2,77,8,2,1,8,1.52173913043478,.364230181819544
101991,1,36,1,S,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,1,64,6,2,1,7,1.78260869565217,.426669641560037
102005,1,36,1,S,1,2,1,8,2,2,2,2,2,2, ,2, ,3,2,2,89,8,2,1,2,1,.239351262338558
102006,1,39,2,S,1,2,1,2,2,2,2,2,2,2, ,2, ,2,2,1,66,3,2,1,2,2.1304347826087,.509922254547362
102009,1,13,3,R,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,2,76,6,2,1,2,1,.239351262338558
102018,1,51,3,S,1,1,1,1,1,2,2,2,2,2, ,2, ,1,1,1,47,8,2,1,9,4.04347826086957,.967811625977646
102029,1,25,1,U,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,2,63,8,2,1,7,1.82608695652174,.437076218183453
102030,1,39,2,S,1,1,1,2,2,1,1,1,1,2, ,2, ,3,1,2,50,8,2,3,8,4.52173913043478,1.08228396883522
102031,1,34,1,S,1,1,1,1,1,2,2,2,2,2, ,2, ,1,2,1,55,8,2,2,9,2.30434782608696,.551548561041024
102038,1,34,1,S,1,1,1,2,2,2,1,2,8,2, ,2, ,2,2,1,73,6,2,1,7,1.65217391304348,.395449911689791
102040,1,12,3,S,1,1,1,1,1,2,2,2,1,2, ,2, ,1,2,2,40,8,1,2,9,5.65217391304348,1.35285496104402
102043,1,45,3,U,1,1,1,2,2,2,2,2,2,2, ,2, ,1,2,1,77,8,2,1,8,1.34782608695652,.322603875325882
102047,1,34,1,S,1,1,1,1,1,2,2,2,2,2, ,2, ,1,1,1,50,8,2,1,9,3.43478260869565,.822119553249828
102050,1,25,1,S,1,2,1,2,2,2,2,2,2,2, ,2, ,1,1,1,62,3,2,2,3,6.86956521739131,1.64423910649966
102051,1,36,1,S,1,1,1,1,1,2,2,2,2,2, ,2, ,1,1,1,54,5,2,1,9,7.95652173913044,1.90440352208505
102052,1,9,1,S,1,2,1,1,1,2,2,2,2,2, ,2, ,1,2,2,55,4,2,1,4,2.65217391304348,.634801174028348
102054,1,12,3,S,1,1,1,1,1,2,2,2,2,2, ,2, ,3,2,2,73,8,2,1,9,1.17391304347826,.28097756883222
102064,1,42,1,S,1,2,1,1,1,2,2,2,1,2, ,2, ,2,2,2,65,4,2,2,5,1.30434782608696,.312197298702466
102065,1,51,3,S,1,1,1,1,1,2,2,2,1,2, ,2, ,3,2,1,82,6,2,9,99,1.34782608695652,.322603875325882
102066,1,36,1,S,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,2,78,3,2,1,3,2.82608695652174,.676427480522011
102077,1,42,1,S,1,1,1,1,1,2,2,2,2,2, ,2, ,1,1,1,50,6,2,1,7,2.56521739130435,.613988020781517
102083,1,47,3,U,1,2,2, ,3,2,1,2,1, , , , ,1,1,2,35,5,2,4,1,10.3913043478261,2.48717181299632
102089,1,42,1,U,2,1,1,1,1,2,2,2,2,2, ,2, ,9,2,1,99,9,2,1,99,1.65217391304348,.395449911689791
102091,1,12,3,S,2,2,1,2,2, , , , ,2, ,2, ,2,2,2,67,3,2,1,6,3.26086956521739,.780493246756166
102101,1,8,4,S,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,2,68,6,2,1,6,1.39130434782609,.333010451949298
102110,1,8,4,S,1,2,1,2,2,2,2,2,2,2, ,2, ,2,2,2,62,6,2,1,6,1.47826086956522,.353823605196129
102111,1,29,2,R,1,2,1,2,2,2,1,2,2,2, ,2, ,3,2,2,68,4,2,5,2,1,.239351262338558
102113,1,41,4,R,1,1,1,1,1,2,2,2,2,2, ,2, ,3,2,2,66,8,2,1,7,1.04347826086957,.249757838961973
102117,1,26,2,U,2,2,1,2,2, , , , ,2, ,2, ,3,2,2,83,3,2,1,99,1.8695652173913,.447482794806869
102130,1,48,3,U,1,1,1,2,2,2,2,2,2,2, ,2, ,1,2,1,99,8,2,1,9,1,.239351262338558
102131,1,24,3,S,1,1,1,1,1,2,1,2,1,2, ,2, ,1,1,2,55,8,2,1,99,1.78260869565217,.426669641560037
